first_name,last_name,hire_date
Feiyu,Kusalik,06/01/1986
Xuejia,Parfitt,2/13/1986
Kellie,Leaver,04/04/1986
Randy,VanScheik,1/30/1986
Niranjan,Lorys,8/13/1986
Kiyotoshi,Kitai,1/20/1986
Kotesh,Gischer,03/05/1986
Tetsushi,Lambe,04/03/1986
Odysseas,Comellas,03/11/1986
Ipke,Siegrist,2/17/1986
Gudjon,Braccini,3/24/1986
Lokesh,Pashtan,4/17/1986
Arnd,Mellouli,12/30/1986
Marc,Papsdorf,11/25/1986
Shigehito,Speer,12/02/1986
Rasiah,Felcyn,01/04/1986
Shahar,Alpin,2/20/1986
Boalin,Choobineh,6/28/1986
Jaewoo,Masaki,05/04/1986
Narain,Matteis,03/04/1986
Badri,Rodite,6/13/1986
Nikolaos,Dulin,8/13/1986
Ulises,Bresenham,8/13/1986
Ranga,Benantar,11/15/1986
Xiaoqiang,Reeker,04/09/1986
Mara,Scallan,9/30/1986
Arup,Krzyzanowski,6/18/1986
Rajmohan,Kilgour,07/10/1986
Ravishankar,Diderrich,9/16/1986
Charmane,Asser,8/29/1986
Jaana,Suwa,7/28/1986
Khatoun,Kornatzky,05/11/1986
Bezalel,Perly,8/14/1986
Martine,Bressoud,09/12/1986
Tetsushi,Tzvieli,12/04/1986
Haldun,Kornatzky,10/26/1986
Vasilii,Chappelet,06/05/1986
Atilio,Pearson,5/17/1986
Eckart,Braunschweig,7/29/1986
Ziyad,Kushnir,1/17/1986
Tzvetan,Belinskaya,3/18/1986
Reinhold,Solares,05/12/1986
Fumino,Stroustrup,12/15/1986
Sanjeeva,Rande,10/02/1986
Zhaofang,Chiola,7/21/1986
Dines,Belinskaya,07/10/1986
Branimir,Hashii,3/20/1986
Naraig,Janocha,12/18/1986
Basem,Conti,1/20/1986
Shimshon,Ghalwash,5/25/1986
Hidekazu,Backhouse,01/10/1986
Troy,Lipner,05/04/1986
Piyawadee,Gopalakrishnan,11/09/1986
Valery,Schade,9/19/1986
Ferdinand,Broomell,01/09/1986
Patricio,McFarlin,4/23/1986
Leen,Ruemmler,09/04/1986
Marlo,Bruckman,9/19/1986
Mack,Shumilov,08/10/1986
Kotesh,Bernini,04/03/1986
Ghassan,Munke,05/12/1986
Cristinel,Wiegley,12/29/1986
Yinghua,Ritcey,3/23/1986
Jianhua,Klassen,9/19/1986
Lubomir,Lipner,01/08/1986
Naftali,Pocchiola,10/16/1986
Goa,Thummel,10/08/1986
Lucian,Impagliazzo,2/26/1986
Teunis,Usdin,4/15/1986
Hongzue,Kavraki,6/29/1986
Fuqing,Claffy,10/26/1986
Arfst,Veccia,5/23/1986
Mitsuyuki,Szilard,1/22/1986
Ranga,Perry,12/29/1986
Yuuichi,Hammerschmidt,12/24/1986
Mohamadou,Hasham,3/22/1986
Shiv,Harllee,11/07/1986
Kiyomitsu,Angelov,4/24/1986
Marit,Usdin,7/18/1986
Heather,Schapire,11/13/1986
Hyuncheol,Jansen,01/08/1986
Jiakeng,Rehfuss,6/24/1986
Margareta,Chinal,08/11/1986
Przemyslawa,Geffroy,07/04/1986
Augustine,Schwabacher,11/04/1986
Stabislas,Muchinsky,02/12/1986
Teunis,Whitcomb,6/20/1986
Erez,Madeira,05/03/1986
Atreye,Azuma,11/18/1986
Chenye,Kruskal,2/16/1986
Garnik,Ginneken,12/01/1986
Radhia,Stafford,5/16/1986
Hatim,Renear,09/11/1986
Jeong,Zolotykh,11/16/1986
Premsyl,Cannard,9/29/1986
Caolyn,Kroon,11/11/1986
Heng,Kropp,7/18/1986
Foong,Peris,06/03/1986
Dzung,Fasbender,10/14/1986
Susumu,Delgrande,3/30/1986
Leah,Solovay,5/25/1986
Yunming,Sooriamurthi,3/26/1986
Jamaludin,Velasco,10/25/1986
Jayesh,Basagni,6/24/1986
Paraskevi,Cooman,9/14/1986
Palash,Puoti,09/09/1986
Uwe,Oxman,01/08/1986
Vitaly,Chartres,3/21/1986
Phuoc,Kilgour,05/07/1986
Zhenhua,Bednarek,4/27/1986
Keiichiro,Giaccio,10/21/1986
Edwin,Luks,5/25/1986
Kristof,Lichtman,5/24/1986
Karlis,Hmelo,12/04/1986
Mang,Nations,12/09/1986
Naftaly,Hasham,06/03/1986
Xudong,Coorg,11/12/1986
Jouni,Halevi,7/14/1986
Mohit,Talmon,10/29/1986
Dmitry,Karner,10/28/1986
Aleksandar,Greibach,02/09/1986
Jianhao,Paciorek,10/31/1986
Ishfaq,Joslin,1/24/1986
Mary,Kuhnemann,06/09/1986
Chaosheng,Harllee,7/27/1986
Ewing,Baezner,7/13/1986
Sedat,Strehl,2/26/1986
Michaela,Hiroyama,08/10/1986
Vishwani,Fontan,1/27/1986
Goa,Genin,8/13/1986
Yakichi,Poujol,1/23/1986
Uriel,Pargas,5/29/1986
Ronghao,Mitsuhashi,3/19/1986
Arun,Imataki,7/15/1986
Dmitry,Marsiglia,9/17/1986
Hugo,Chepyzhov,1/30/1986
Chaitali,Aloisi,08/08/1986
Rasiah,Merks,07/06/1986
Kagan,Henders,6/21/1986
Kazuhito,Fiutem,11/14/1986
Tomofumi,Sessa,01/07/1986
Tayeb,Lally,07/05/1986
Rosella,Matzov,12/08/1986
IEEE,Oppitz,12/19/1986
Flemming,Luce,09/09/1986
Tzvetan,Polajnar,3/22/1986
Rafols,Weedon,5/27/1986
Akemi,Biros,2/16/1986
Richard,Sinitsyn,05/01/1986
Arif,Beidas,09/05/1986
Claude,Cherinka,4/14/1986
Emran,Thisen,8/13/1986
Yahiko,Dichev,2/13/1986
Thanasis,Versino,6/14/1986
Xiaocheng,Noriega,10/06/1986
Rayond,Buescher,7/18/1986
Khue,Glinert,08/10/1986
Feiyu,Irland,04/08/1986
Jackson,Anily,05/09/1986
Toshimitsu,Verhoeff,11/11/1986
Charlene,Setlzner,10/28/1986
Qiwen,Barinka,09/06/1986
Pranav,Kaiser,6/13/1986
Abdulla,Azulay,4/27/1986
Kien,Picci,2/19/1986
Akemi,Monkewich,11/30/1986
Deborah,Rabehasaina,1/30/1986
Taegyun,Slutz,11/26/1986
Huiqun,Tomescu,07/03/1986
Matk,Morrey,3/22/1986
Jianhao,Michaels,11/07/1986
Paloma,Peltason,7/14/1986
Zhiwei,Ernst,05/09/1986
Terresa,Kenevan,06/02/1986
Shiv,Lorin,8/16/1986
Chaoyi,Bail,9/26/1986
Shigeaki,Iacovou,3/28/1986
Krassimir,Matzat,08/02/1986
Marie,Boissier,10/05/1986
Troy,Lenart,08/04/1986
Neven,Srimani,3/30/1986
Fei,Suri,3/26/1986
Ortrud,Plump,08/03/1986
Takahira,Fontet,12/18/1986
Chanjung,Jansen,10/27/1986
Eckart,Wilfing,05/09/1986
Margo,Cooley,08/02/1986
Feipei,Rikino,06/01/1986
Chinhyun,Rothe,08/02/1986
Terresa,Waymire,04/03/1986
Yucai,Munch,8/19/1986
Rayond,Pettis,04/10/1986
Nigel,Pearson,11/25/1986
Zissis,Schach,03/03/1986
Yinghua,Hambrick,3/22/1986
JoAnna,Atrawala,12/28/1986
Pranas,Ghazalie,7/23/1986
Lubomir,Luce,08/10/1986
Mingsen,Kitai,2/15/1986
Hugo,Erva,08/02/1986
Van,Prenel,8/27/1986
Otilia,Kieras,9/14/1986
Kellyn,Keustermans,5/30/1986
Luise,McAffer,2/26/1986
Danae,Kading,11/17/1986
Inderjeet,Bharadwaj,7/22/1986
Sachin,Uhrig,5/13/1986
Tomoyuki,Leppanen,12/27/1986
Hatem,Spell,8/18/1986
Vishv,Ranze,05/12/1986
Uta,Lalonde,12/08/1986
Bingning,Schiettecatte,07/05/1986
Demos,Krupka,04/02/1986
Billie,Perko,4/14/1986
Rajmohan,Gente,12/21/1986
Hugh,Roisin,12/23/1986
Geoffry,Bach,11/17/1986
Peer,Erez,3/25/1986
Somnath,Pietrzykowski,9/27/1986
Nimmagadda,Selvestrel,1/28/1986
Vasiliy,Steenbeek,8/30/1986
Hidde,Acton,10/08/1986
Faiza,Hoogerwoord,01/03/1986
Roddy,Haddadi,08/05/1986
Kwangsub,Matzen,11/11/1986
Yongmin,Roison,12/05/1986
Ugo,Setia,11/15/1986
Gilbert,Quaggetto,4/26/1986
Shakhar,Speer,09/07/1986
Yishay,Menhardt,05/06/1986
Fumitaka,Rodier,01/03/1986
Lakshmi,Zumaque,6/30/1986
Adit,Aseltine,1/20/1986
Kauko,Basagni,12/10/1986
Shen,Ramras,2/28/1986
Ottavia,Deverell,01/07/1986
Gonzalo,Brandsma,8/30/1986
Hairong,Gihr,4/19/1986
Ziva,Whitcomb,2/14/1986
Tua,Ebeling,11/30/1986
Junichi,Talmon,6/29/1986
Yongmao,Kawashima,7/16/1986
Takushi,Furudate,12/07/1986
Huan,Norsworthy,11/13/1986
Izaskun,Baar,12/09/1986
Ennio,Massonet,8/31/1986
Mitchel,Gimbel,10/20/1986
Jeanne,Piancastelli,7/19/1986
DAIDA,Schusler,1/19/1986
Munehiro,Famili,7/22/1986
Valeri,Carrera,1/24/1986
Berthier,Docker,10/07/1986
Angel,Gecseg,03/08/1986
Hiroyasu,Fasbender,03/07/1986
Conrado,Olivero,06/04/1986
Constantine,Vakili,11/13/1986
Jasminko,Quaggetto,03/02/1986
Joydip,Binding,06/08/1986
Goo,Antonisse,12/25/1986
Mads,Ratzlaff,05/09/1986
Sailaja,Denna,8/14/1986
Sreenivas,Dengi,7/22/1986
Frederique,Hitomi,11/15/1986
Bilhanan,Willoner,11/07/1986
Elgin,Pelz,3/18/1986
Tadahiro,Szmurlo,5/14/1986
Yefim,Tanemo,09/03/1986
Sasan,Zlotek,8/30/1986
Kwan,Bouloucos,12/03/1986
Youngkon,Luff,5/14/1986
Jongsuk,Zongker,07/03/1986
Uzi,Borstler,8/24/1986
Lijie,Nourani,10/04/1986
Vasilii,Vernadat,4/13/1986
Morris,Beznosov,08/07/1986
Wuxu,Besancenot,07/05/1986
Christophe,Luck,02/08/1986
Nathan,Takanami,07/11/1986
Zhanqiu,Hasham,6/25/1986
Lihong,Danley,2/21/1986
Genevieve,Waymire,4/29/1986
Turgut,Mersereau,10/15/1986
Uma,Mahnke,7/20/1986
Demin,Cummings,8/28/1986
Eberhardt,Schaft,08/10/1986
Moss,Farris,6/14/1986
Radhakrishnan,Condotta,6/15/1986
Amalendu,Riexinger,08/06/1986
Herb,Felcyn,6/27/1986
Kish,Nergos,12/08/1986
Marco,Shiratori,9/17/1986
Ipke,Georgatos,05/09/1986
Kenton,Perl,06/05/1986
Faiza,Pashtan,9/28/1986
Shakhar,Denti,6/28/1986
Kiam,Cunliffe,09/09/1986
Serge,Thebaut,06/12/1986
Shaowei,Rullman,1/20/1986
Kamakshi,Lowrie,05/03/1986
Kristin,Luck,11/02/1986
Shigehito,DiGiano,12/13/1986
Xuejun,Assaf,02/02/1986
Udo,Servi,04/03/1986
Yonghoan,Anily,07/01/1986
Mansur,McClurg,2/16/1986
Lucien,Vesna,7/19/1986
Fumiya,Gluchowski,11/02/1986
Arun,Vidal,3/20/1986
Chikako,Mitchem,1/18/1986
Shaowen,Vingron,07/11/1986
Tsz,Attimonelli,12/27/1986
Khatoun,Kinley,12/21/1986
Fabrizio,Kopetz,12/11/1986
Uma,Lindenbaum,07/11/1986
Gretta,Wursthorn,12/13/1986
Ult,Facello,4/14/1986
Srinidhi,Paciorek,4/19/1986
Chuanti,Karlin,1/14/1986
Aemilian,Guting,03/07/1986
Mara,Stavenow,3/25/1986
Shahab,Gien,09/12/1986
Shuho,Ellozy,12/26/1986
Aemilian,Limongiello,5/31/1986
Berni,Heemskerk,6/28/1986
Keung,Pagter,03/06/1986
Adhemar,Murtagh,06/06/1986
Kensei,Acton,5/20/1986
Suzette,Zeidenstein,8/18/1986
Martina,Merel,03/09/1986
Pranay,Swiler,4/23/1986
Masali,Marakhovsky,4/21/1986
Kannan,Siegrist,11/25/1986
Martial,Whitcomb,06/11/1986
Bedrich,Bernardinello,12/03/1986
Genta,Blokdijk,11/19/1986
Alassane,Plump,08/10/1986
Utz,Smeets,10/09/1986
Masaru,Muniz,01/02/1986
Divier,Quaggetto,3/13/1986
Brigham,Ebeling,07/03/1986
Shuzo,Ressouche,04/05/1986
Abdulah,Besancenot,1/29/1986
Atreyi,Hoppenstand,12/02/1986
Kyoichi,Flasterstein,09/07/1986
Haldon,Berstel,1/21/1986
Rasiah,Theuretzbacher,12/11/1986
Gudjon,Fontan,6/17/1986
Mayuri,Rettelbach,05/12/1986
Torsten,Srimani,7/13/1986
Arnould,Alpay,06/07/1986
Fatemeh,Crooks,8/24/1986
Angus,Ernst,2/19/1986
Udi,Beetstra,11/27/1986
Parto,Hockney,4/24/1986
Tesuya,Genin,06/03/1986
Giao,Buchter,7/24/1986
Bezalel,Tempesti,03/06/1986
Marke,Hasham,11/02/1986
Tetsurou,Rabehasaina,03/01/1986
Serenella,Halloran,03/04/1986
Jeanna,Schrift,09/07/1986
Radhakrishnan,Larfeldt,5/20/1986
Owen,Dehkordi,12/21/1986
Herb,Chvatal,6/14/1986
Arnould,Karlin,01/05/1986
Shao,Bennet,11/24/1986
Shen,Zaccaria,3/14/1986
Paris,Swen,08/05/1986
Guenter,Isaak,7/18/1986
Miyeon,Ghalwash,11/17/1986
Garnik,Dengi,12/11/1986
Kendra,Syang,10/11/1986
Alselm,Munro,12/21/1986
Geraldo,Butterworth,09/03/1986
Christfried,Kroft,08/02/1986
Sanjai,Rijckaert,10/03/1986
Abdelghani,Karner,7/19/1986
Huei,Gecsei,3/13/1986
Boriana,Gajiwala,03/02/1986
Arlette,Yoshizawa,11/25/1986
Barton,Stanfel,11/08/1986
Arra,Matheson,3/24/1986
JiYoung,Rahimi,10/06/1986
Josyula,Pollacia,7/30/1986
Gio,Simkin,10/27/1986
Vesna,Broomell,11/22/1986
Uta,Szemeredi,11/07/1986
Sverrir,Ranai,7/19/1986
Aloys,Hanratty,3/28/1986
Christophe,Segond,08/08/1986
Josyula,Saoudi,5/23/1986
Shahab,Coorg,09/04/1986
Hairong,Kuzuoka,6/28/1986
Xiahua,Vidal,12/28/1986
Guther,Boreale,11/16/1986
Arch,Luga,04/03/1986
Chrisa,Pesch,1/29/1986
Hitofumi,Radwan,11/04/1986
Teruyuki,Dymetman,4/29/1986
Marin,Terekhov,10/25/1986
Ashish,Erdi,08/08/1986
Navin,Camarinopoulos,3/20/1986
Zeljko,Heijenga,8/26/1986
Syozo,Ozeki,10/26/1986
Tadanori,Schneeberger,9/18/1986
Froduald,Christ,2/15/1986
Seshu,Sidou,10/23/1986
Mohd,Schapire,2/18/1986
Masasuke,Hiyoshi,3/21/1986
Franziska,Lagarias,8/24/1986
Supot,Stiles,2/14/1986
Fatemeh,Billingsley,7/21/1986
Bluma,Gischer,11/27/1986
Margo,Veldwijk,2/18/1986
Tianruo,Chinin,3/16/1986
Maia,Samarati,3/13/1986
Pranas,Buchter,5/24/1986
Bartek,Baca,09/11/1986
Pranay,Lanzelotte,4/23/1986
Pranjal,Kirkerud,05/11/1986
Ingemar,Birge,09/10/1986
Yishai,Szemeredi,8/17/1986
Billie,Schurmann,7/20/1986
Eberhardt,Swiler,4/15/1986
Nathan,Plavsic,12/02/1986
Remco,Zizka,04/01/1986
Mototsugu,Serdy,1/18/1986
Yuchang,Kriebel,11/15/1986
Jiann,Spieker,7/19/1986
Van,Nations,11/08/1986
Chikako,Madeira,06/09/1986
Lijie,Niizuma,9/18/1986
Zhiwei,Gadepally,12/10/1986
Jaques,Choobineh,11/11/1986
Hyuckchul,Peot,6/23/1986
Shen,Merkl,1/15/1986
Subhada,Yoshimura,6/24/1986
Ottavia,Serdy,8/29/1986
Yongdong,Muchinsky,10/30/1986
Marsja,Vieri,5/31/1986
Deborah,Moffat,11/09/1986
Guttorm,Setiz,6/13/1986
Valeri,Bahk,11/18/1986
Suzette,Vandervoorde,6/17/1986
Mayuko,Winter,06/03/1986
Ranga,Pfau,9/19/1986
Malu,Perz,07/10/1986
Kenton,Pettit,6/14/1986
Ingmar,Ladret,6/16/1986
Denny,Flowers,7/15/1986
Makato,Escriba,1/13/1986
Ferdinand,Vanwelkenhuysen,2/28/1986
Rasikan,Fetvedt,07/04/1986
Eckart,Ramras,05/03/1986
Hidefumi,Besselaar,10/05/1986
Gadiel,Baalen,08/06/1986
Xiadong,Falby,02/08/1986
Ute,Sinitsyn,09/01/1986
Amabile,Marakhovsky,03/12/1986
Mircea,Bellmore,8/26/1986
Adit,Quittner,2/15/1986
Armond,Fontet,4/15/1986
Shakhar,Linares,10/28/1986
Tesuya,Conta,3/22/1986
Joydip,Boudaillier,11/12/1986
Christoper,Heystek,03/01/1986
Brewster,Swab,2/15/1986
Susumu,Cesareni,1/25/1986
Stepehn,Ramsay,12/20/1986
Susanne,Vuskovic,6/25/1986
Vesna,Chaudhuri,11/03/1986
Vidar,Mawatari,10/09/1986
Premal,Ertl,6/15/1986
Shiv,Chorvat,09/04/1986
Berna,Gewali,7/23/1986
Xiping,Collette,12/01/1986
Toney,Grabner,11/08/1986
Claudi,Famili,8/21/1986
Masami,Barinka,11/27/1986
Hinrich,Fetvedt,2/14/1986
Perry,Comellas,8/26/1986
Conrado,Giveon,7/14/1986
Dietrich,Eldridge,4/17/1986
Leah,Chartres,3/27/1986
Arvind,Furudate,03/01/1986
Hsiangchu,Auria,3/24/1986
Leon,Ellozy,12/01/1986
Arif,Einsfeld,9/21/1986
Kenton,Lorin,3/16/1986
Vugranam,Kambil,9/28/1986
Shen,Asmuth,2/15/1986
Bogdan,Tchuente,8/31/1986
Branimir,Crelier,4/14/1986
Odoardo,Bierman,7/29/1986
Chenxi,Brendel,5/14/1986
Zhenbing,Nitsch,01/09/1986
Izaskun,Luon,5/20/1986
Temple,Marsiglia,2/14/1986
Paraskevi,Maierhofer,8/30/1986
Jouni,Prochazka,03/05/1986
Annemarie,Pagter,11/07/1986
Taizo,Loncour,4/26/1986
Barna,Marsiglia,1/23/1986
Sreekrishna,Androutsos,10/11/1986
Ortrun,Bonifati,08/05/1986
Phule,Azulay,06/01/1986
Kazuhisa,Ranum,5/27/1986
Jianhui,Eterovic,10/18/1986
Maia,Falster,08/01/1986
Dzung,Lortz,09/02/1986
Babette,Danlos,1/22/1986
Guther,Kading,04/07/1986
Lalit,Litecky,11/20/1986
Danel,Pollacia,12/05/1986
Hironoby,Piazza,09/08/1986
Tadanori,Fontet,8/24/1986
Krisda,Kriebel,09/07/1986
Mingdong,Sluis,1/14/1986
Kenroku,Tetzlaff,11/30/1986
Pranas,Klerer,7/19/1986
Siddarth,Kavvadias,5/19/1986
Miomir,Daescu,08/04/1986
Leaf,Rotem,9/15/1986
Manohar,Benaini,8/27/1986
Adam,Waymire,1/24/1986
Manohar,Lortz,08/10/1986
Peternela,Bultermann,3/16/1986
Lokesh,Poujol,1/24/1986
Boriana,Murrill,10/17/1986
Arve,Esteva,12/18/1986
Yunming,Ohori,9/23/1986
JoAnne,Portugali,9/23/1986
Carrsten,Halevi,05/04/1986
Vojin,Malinowski,11/04/1986
Alexius,Duclos,12/06/1986
Ronghao,Glowinski,6/26/1986
Xiaobin,Cangellaris,2/26/1986
Kankanahalli,Cmelik,10/07/1986
Ioana,Thisen,4/24/1986
Adas,Wrigley,05/06/1986
Tesuya,Pintelas,10/23/1986
Henk,Gulik,7/26/1986
Giri,Candan,1/28/1986
Tomokazu,Kaiserswerth,10/22/1986
Angel,Swab,04/09/1986
Sajjan,Litvinov,5/25/1986
Diederik,Lortz,04/05/1986
Aiichiro,Lundstrom,8/21/1986
Gino,Andreotta,11/28/1986
Anyuan,Lanteri,11/12/1986
Naftaly,Peral,1/30/1986
Takahira,Poehlman,10/24/1986
Ult,Kaiserswerth,12/02/1986
Insup,Cooman,12/29/1986
Koldo,Knightly,6/27/1986
Eberhardt,Rosch,10/20/1986
Gudjon,Jonsson,11/27/1986
Mart,Cyre,7/14/1986
Dipayan,Zambonelli,4/29/1986
Kayoko,Genther,10/21/1986
Takushi,Farris,12/04/1986
Susanta,Matzat,11/25/1986
Martins,Rindone,09/07/1986
Stepehn,Jullig,08/04/1986
Prasadram,Angelopoulos,10/19/1986
Aamod,Codenie,7/24/1986
Marlo,Haumacher,11/12/1986
Chikako,Bugrara,4/17/1986
Kerhong,Junot,7/27/1986
Mitsuyuki,Nittel,2/23/1986
Olivera,Biros,2/26/1986
Matt,Leaver,5/13/1986
Youjian,Halloran,11/11/1986
Zhilian,Middleton,07/04/1986
Masoud,Terkki,8/21/1986
Shimshon,Moffat,01/05/1986
Trygve,Rothenberg,03/01/1986
Marlo,Adachi,5/24/1986
Vasiliy,Rikino,12/06/1986
Maris,Zaumen,3/13/1986
Shahar,Candan,03/02/1986
Tsz,Shimshoni,10/25/1986
Nitsan,Xiaoshan,4/28/1986
Kaijung,Landherr,08/09/1986
Gian,Rusterholz,10/30/1986
Junsik,Prampolini,11/08/1986
Adib,Makrucki,12/07/1986
Mori,Zobel,02/03/1986
Alper,Schaad,10/05/1986
Sibyl,Borstler,7/19/1986
Collette,Christ,5/17/1986
Boaz,Puppo,02/05/1986
Boalin,Granlund,6/30/1986
Teunis,Karnin,11/16/1986
Demin,Schapire,2/21/1986
Mingzeng,Halloran,6/14/1986
Dharmaraja,Stifter,7/27/1986
Anoosh,Heiserman,05/07/1986
Angus,Schrooten,05/12/1986
Mayuko,Rijckaert,12/05/1986
Arnould,Miara,07/08/1986
Lihong,Baaz,5/28/1986
Zengping,Mandelberg,9/19/1986
Xiadong,Braunmuhl,4/14/1986
Phillip,Samarati,8/20/1986
Annemarie,Penz,2/27/1986
Shuky,Swiss,2/26/1986
Ottavia,Khamsi,4/15/1986
Chaosheng,Choobineh,7/20/1986
Aral,Spinelli,4/16/1986
Jianhao,Frolund,8/22/1986
Masami,Farrow,1/25/1986
Dharmaraja,Denna,06/08/1986
Shahab,Chartres,6/28/1986
Gino,Vidal,6/23/1986
Fumiko,Ramsey,11/23/1986
Weicheng,Borovoy,3/27/1986
Mechthild,Kambil,12/24/1986
Tetsushi,Haddadi,1/17/1986
Aleksandar,Lammel,10/06/1986
Hairong,Ishibashi,7/20/1986
Filipe,Roccetti,11/09/1986
Nathan,Gire,7/31/1986
Lijia,Pokrovskii,05/05/1986
Xinan,Yurek,9/18/1986
Maren,Schwartzbauer,10/10/1986
Baruch,Zaumen,11/04/1986
Yurii,Morris,12/15/1986
Shigenori,Kitai,4/15/1986
Ebbe,Renear,05/07/1986
Serge,Zizka,10/16/1986
Mong,Huxford,03/02/1986
Franziska,Dalton,4/22/1986
Basant,Laurillard,11/06/1986
Mark,Heystek,12/08/1986
Mabry,Falby,01/10/1986
Thanasis,Salinas,9/24/1986
Tzu,Fadgyas,6/29/1986
Tayeb,Haumacher,1/16/1986
Demin,Beznosov,12/27/1986
Sanjit,Akaboshi,8/20/1986
Chenxi,Gonthier,11/05/1986
Achilleas,Zockler,6/22/1986
Sachar,Kawashima,05/07/1986
Susanta,Dalton,08/05/1986
Zeydy,Moehrke,10/28/1986
Atreyi,Poupard,9/25/1986
Yefim,Gill,02/08/1986
Udaiprakash,Akaboshi,11/02/1986
Shushma,Orsini,12/29/1986
Adit,Conte,4/22/1986
Odinaldo,Crooks,11/29/1986
Vishv,Strandh,10/11/1986
Panayotis,Shumilov,5/21/1986
Masaki,Delgrange,2/20/1986
TRUE,Bernatsky,08/11/1986
Aimee,Luks,11/21/1986
Izaskun,Janocha,10/16/1986
Mooi,Perez,4/21/1986
KayLiang,Munos,12/03/1986
Nadjib,Dechter,9/19/1986
Masako,Holburn,12/19/1986
Paris,Whitcomb,12/01/1986
Yonghong,Schaad,6/25/1986
Toshimi,Peral,4/26/1986
Constantino,Brookman,01/01/1986
Tze,Danecki,08/03/1986
Adly,Kolvik,3/27/1986
Adly,Koblitz,11/07/1986
Gully,Beausoleil,12/09/1986
Munehiro,Hopewell,1/29/1986
Kitty,Anguita,6/14/1986
Yishai,Tempesti,6/25/1986
Nalini,Barvinok,8/24/1986
Dung,Lowrie,10/19/1986
Valdiodio,Mandell,7/25/1986
Lijie,Yavatkar,09/07/1986
Alejandro,Decaestecker,12/27/1986
Zongyan,Mungall,06/02/1986
Youjian,Billingsley,8/15/1986
Yechiam,Terkki,04/07/1986
Zine,Winter,10/01/1986
Bernd,Vasanthakumar,1/18/1986
Kazuhisa,Kornyak,12/05/1986
Rosalie,Puppe,8/31/1986
Tamiya,Binkley,2/13/1986
Hidekazu,Hofmeyr,1/31/1986
Jamaludin,Curless,8/17/1986
Pohua,Quittner,3/31/1986
Reinhold,Madeira,11/10/1986
Kien,Sinitsyn,07/09/1986
Nishit,Deville,8/28/1986
Yucel,Marchesini,8/16/1986
Hyuckchul,Hartvigsen,9/18/1986
Theron,Falco,11/05/1986
Fumiko,Angelopoulos,05/03/1986
Suvo,Guting,07/03/1986
Maha,Jansen,05/10/1986
Uno,Munawer,09/06/1986
Ziyad,Kuszyk,4/21/1986
Uli,Nooteboom,11/22/1986
Ulises,Vanwelkenhuysen,10/15/1986
Nakhoon,Plump,08/04/1986
Kellie,Vanwelkenhuysen,07/12/1986
Divier,Osgood,6/24/1986
Syozo,Hasham,6/25/1986
JoAnne,Peac,7/27/1986
Rosli,Eiron,3/17/1986
Hironobu,Schapiro,5/14/1986
Wojceich,Comellas,10/17/1986
Ramachenga,Halevi,7/20/1986
Kshitij,Ranft,10/24/1986
Marek,Turnbull,01/05/1986
Adin,Matzat,3/19/1986
Eldridge,Diderrich,5/16/1986
Hailing,Cromarty,12/18/1986
Heejo,Muhling,08/09/1986
Siddarth,Schwaller,08/06/1986
Vugranam,Gecsel,11/04/1986
Arve,Vesel,03/06/1986
Olivera,Valette,4/29/1986
Oscal,Ouhyoung,6/25/1986
Karsten,Siepmann,03/09/1986
Leszek,Plesums,9/20/1986
Florina,Luft,05/03/1986
Goetz,Lukaszewicz,11/23/1986
Krisda,Ligten,10/14/1986
Danai,Perfilyeva,4/23/1986
Radoslaw,Nilsson,12/28/1986
Jaber,Neiman,01/04/1986
Gopalakrishnan,Farrar,08/10/1986
Raimond,Woycyznski,01/11/1986
Jaana,Viele,5/26/1986
Ramzi,Liesche,11/18/1986
Sanjay,Breugel,4/22/1986
Adib,Burnard,04/12/1986
Ewing,Ushiama,03/06/1986
Falguni,Stasinski,05/11/1986
Odysseas,Wolniewicz,11/09/1986
Subhada,Undy,10/25/1986
Bodh,Radivojevic,4/13/1986
Radoslaw,Menyhert,08/06/1986
Peer,Werthner,4/19/1986
Emdad,Honiden,6/16/1986
Susanne,Fendler,12/28/1986
Odinaldo,Ramras,10/31/1986
Oldrich,Narahari,08/02/1986
Xiaopeng,Schurmann,3/27/1986
Domenico,Minakawa,8/22/1986
Slavian,Waschkowski,11/25/1986
Billie,Condotta,12/25/1986
Eran,Kitai,08/03/1986
Udi,Oaver,09/08/1986
Kauko,Birjandi,6/23/1986
Jovan,Poulakidas,06/09/1986
Shuji,Dehkordi,10/14/1986
Limsoon,Sluis,1/25/1986
Sarita,Sichman,12/14/1986
Jeanna,Reutenauer,10/20/1986
Arvin,Ponthieu,07/12/1986
Saddek,Poupard,09/08/1986
Christophe,Lunt,04/09/1986
Luisa,Pelz,11/24/1986
Steve,Porenta,10/13/1986
Ulf,Cunliffe,12/14/1986
Lucian,Cyre,5/21/1986
Bezalel,Perna,4/22/1986
Venkatesan,Malabarba,1/28/1986
Demin,Irland,05/10/1986
Mamdouh,Assaf,7/18/1986
Chuanti,Schlumberger,8/20/1986
Przemyslawa,Pietrzykowski,05/04/1986
Gadiel,Taneja,9/17/1986
Aloys,Stafford,11/02/1986
Kwangjo,Trelles,10/20/1986
Shir,Terwilliger,4/22/1986
Sven,Georgatos,08/03/1986
Alassane,Herbst,07/07/1986
Pranas,Marrakchi,03/10/1986
Padma,Hoppenstand,01/09/1986
